Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
751,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,COURSE,4.8,Intermediate,1.9k,"Language teaching skills, Instructional design, Blended learning strategies, Curriculum development, Digital literacy, Online teaching methods, Pedagogical skills, Language proficiency, Technological proficiency, Lesson planning, Student engagement strategies, Assessment methods"
251,Blockchain,University at Buffalo,SPECIALIZATION,4.6,Intermediate,68k,"Understanding of Cryptography, Knowledge of Distributed Systems, Basic Programming Skills, Understanding of Blockchain Technology, Analytical Skills, Problem-Solving Skills, Knowledge of Cryptocurrencies, Understanding of Smart Contracts, Financial Literacy, Knowledge of Data Structures, Critical Thinking Skills, Cybersecurity Basics"
143,Blockchain Revolution,INSEAD,SPECIALIZATION,4.7,Beginner,21k,"Understanding of Cryptography, Knowledge of Distributed Systems, Familiarity with Peer-to-Peer Networks, Understanding of Blockchain Technology, Knowledge of Cryptocurrencies, Analytical Skills, Problem-Solving Skills, Basic Programming Skills, Understanding of Digital Transactions, Knowledge of Smart Contracts, Security Analysis Skills"
462,Blockchain Revolution in Financial Services,INSEAD,SPECIALIZATION,4.6,Beginner,1.6k,"Understanding of Blockchain Technology, Cryptography, Financial Services Knowledge, Understanding of Decentralized Systems, Digital Literacy, Analytical Thinking, Problem-Solving, Basic Programming, Data Analysis, Understanding of Smart Contracts, Cybersecurity Basics, Understanding of Cryptocurrency, Risk Management"
719,Blockchain: Foundations and Use Cases,ConsenSys Academy,COURSE,4.7,Beginner,31k,"Understanding of Blockchain Technology, Knowledge of Cryptography, Decentralization Principles, Understanding of Blockchain Use Cases, Smart Contracts, Blockchain Foundations, Blockchain Applications, Cryptocurrency Knowledge, Data Security, Distributed Ledger Technology, Problem Solving, Analytical Skills"
645,Boosting Creativity for Innovation,HEC Paris,COURSE,4.9,Beginner,9.5k,"Creativity, Innovation, Critical Thinking, Problem-Solving, Brainstorming Techniques, Idea Generation, Open-Mindedness, Adaptive Thinking, Risk Assessment, Decision Making, Strategic Planning"
72,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,COURSE,4.9,Beginner,57k,"Brand Management, Business Alignment, Understanding Brand Behavior, Strategic Planning, Marketing Strategy, Business Strategy, Communication Skills, Critical Thinking, Decision Making, Leadership Skills, Creativity, Analytical Skills, Problem-Solving Skills, Market Research"
238,Branding: The Creative Journey,IE Business School,SPECIALIZATION,4.6,Beginner,26k,"Creative Thinking, Brand Development, Marketing Strategy, Visual Design, Communication Skills, Conceptual Understanding, Market Research, Brand Identity Design, Critical Thinking, Problem Solving, Strategic Planning"
486,Budgeting and Scheduling Projects,"University of California, Irvine",COURSE,4.7,Mixed,84k,"Budgeting skills, Scheduling skills, Project management skills, Time management skills, Financial forecasting, Risk assessment, Resource allocation, Communication skills, Problem-solving skills, Strategic planning skills, Analytical skills, Decision-making skills"
688,Bugs 101: Insect-Human Interactions,University of Alberta,COURSE,4.9,Beginner,15k,"Entomology, Zoology, Human Behavioral Studies, Environmental Science, Biology, Communication Skills, Observation Skills, Research Skills, Analytical Skills, Critical Thinking"
395,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.9,Mixed,95k,"Understanding of basic computer principles, Knowledge of Nand gates, Tetris game development skills, Ability to build a computer from scratch, Understanding of modern computer architecture, Project management skills, Problem-solving skills, Logical thinking, Basic programming knowledge, Hardware design skills"
653,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.5,Intermediate,7.3k,"Data Analysis, Batch Processing, Pipeline Construction, Google Cloud Platform Knowledge, Data Management, Programming, Cloud Computing, Problem Solving, Data Engineering, SQL, Python, Data Streaming, Data Integration"
670,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.5,Beginner,22k,"Natural Language Processing, Understanding of Dialogflow, Chatbot Development, Conversational Design, AI Application Development, Machine Learning, User Experience Design, Programming Skills, Problem-Solving Skills, Communication Skills"
884,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.6,Intermediate,5.8k,"Cloud Computing, Google Cloud Platform (GCP) Knowledge, Data Streaming, Analytics, System Design, Resilience Planning, Data Processing, Fault Tolerance, Software Development, Distributed Systems"
610,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.3,Intermediate,24k,"Java programming, Understanding of Microservices, Spring Boot knowledge, Spring Cloud knowledge, Scalability concepts, Cloud computing understanding, Software building skills, Distributed systems understanding, RESTful APIs usage, Knowledge of server-side development, Data management, Problem-solving skills, Software architecture design, Understanding of containerization and orchestration concepts"
824,Building Your Leadership Skills,HEC Paris,COURSE,4.5,Mixed,67k,"Team management, Decision making, Strategic planning, Communication, Problem-solving, Motivation, Delegation, Conflict resolution, Emotional intelligence, Time management, Critical thinking, Adaptability, Empathy"
17,Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280k,"Data Analysis, Statistical Analysis, Predictive Modeling, Business Intelligence, Data Visualization, Problem-Solving, Critical Thinking, Decision Making, SQL Programming, Spreadsheet Skills, Communication Skills, Presentation Skills"
611,Business English,Arizona State University,SPECIALIZATION,4.7,Intermediate,38k,"English Language Proficiency, Business Vocabulary, Written Communication, Oral Communication, Listening Skills, Presentation Skills, Professional Correspondence, Cross-Cultural Communication, Business Terminology, Negotiation Skills, Problem-Solving Skills, Critical Thinking, Report Writing, Note Taking, Time Management"
168,Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120k,"English Proficiency, Business Vocabulary, Written Communication, Oral Communication, Listening Skills, Interpersonal Skills, Presentation Skills, Negotiation Skills, Cross-cultural Communication, Business Correspondence, Business Etiquette"
738,Business English: Networking,University of Washington,COURSE,4.7,Intermediate,77k,"English language proficiency, Business vocabulary, Networking skills, Communication skills, Interpersonal skills, Public speaking, Social skills, Business etiquette, Relationship building, Listening skills, Professional writing skills"
7,Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510k,"Business Strategy, Marketing Basics, Financial Literacy, Communication Skills, Leadership Skills, Analytical Skills, Decision Making, Business Ethics, Project Management, Time Management, Problem-Solving Skills, Teamwork, Critical Thinking"
410,Business Model Innovation,HEC Paris,COURSE,4.7,Mixed,13k,"Business Strategy, Innovation Management, Business Analysis, Critical Thinking, Problem-Solving, Creativity, Strategic Planning, Market Research, Financial Analysis, Risk Management, Project Management, Leadership, Decision Making, Interpersonal Skills"
96,Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110k,"Data Analysis, Statistical Analysis, Business Strategy, Numeracy, Critical Thinking, Problem Solving, Data Interpretation, Quantitative Research, Business Analysis, Use of Statistical Software"
126,Business Strategies for A Better World,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,24k,"Strategic Planning, Business Strategy Development, Understanding of Global Business Environment, Problem Solving, Critical Thinking, Sustainable Business Practices, Corporate Social Responsibility, Leadership, Decision Making, Analytical Skills, Communication Skills, Ethical Business Practices"
104,Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89k,"Strategic planning, Business analysis, Decision-making, Leadership, Problem-solving, Critical thinking, Financial forecasting, Market research, Competitive analysis, Communication, Risk management, Project management"
233,Business Technology Management,Indian School of Business,SPECIALIZATION,4.5,Beginner,67k,"Business Analysis, Technology Management, Project Management, Strategic Planning, IT Strategy, Business Strategy, Leadership, Decision Making, Problem Solving, Communication, Time Management, Teamwork, Information Technology, Data Analysis, Critical Thinking"
478,Business Transformation with Google Cloud,Google Cloud,COURSE,4.7,Beginner,10k,"Cloud Computing, Google Cloud Platform, Business Transformation, Data Analysis, IT Infrastructure, Strategic Planning, Project Management, Digital Strategy, Machine Learning, Data Security, Cloud Migration, Problem Solving"
539,Business Writing,University of Colorado Boulder,COURSE,4.8,Beginner,48k,"Written Communication, Business Vocabulary, Professional Writing, Grammar, Proofreading, Editing, Persuasive Writing, Report Writing, Proposal Writing, Email Etiquette, Writing Clarity, Conciseness, Business Correspondence"
23,Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160k,"Financial analysis, Business analysis, Financial modeling, Business modeling, Quantitative skills, Analytical thinking, Problem-solving, Decision-making, Spreadsheet skills, Forecasting, Risk assessment, Data interpretation, Strategic planning"
662,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.5,Beginner,31k,"Understanding of basic computer operations, Problem-solving skills, Logical thinking, Basic mathematical skills, Familiarity with programming concepts, Ability to write and understand C code, Understanding of programming fundamentals, Debugging skills, Code optimization techniques, Knowledge of C syntax and semantics, Memory management, Understanding of data types and variables in C, Basic knowledge of loops and conditional statements."
222,C# Programming for Unity Game Development,University of Colorado System,SPECIALIZATION,4.7,Beginner,36k,"C# programming, Unity game development, 3D modeling, Problem-solving, Debugging, Game design, Scripting, Mathematics for game development, Object-oriented programming, Software testing"
21,COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220k,"Public Health Knowledge, Understanding of COVID-19, Contact Tracing Techniques, Data Collection and Management, Communication Skills, Interviewing Skills, Confidentiality Practices, Critical Thinking, Problem-Solving, Ethical Decision-Making"
